GEO_DISTRICT,GEO_REGION,MMDA,Region,Latitude,Longitude,Employed_Pop,Unemployed_Pop,Poverty_Incidence_pct,Poverty_Intensity_pct,Illiterate_Pop,Uninsured_Pop,Male_0_14,Female_0_14,Male_15_64,Female_15_64,Male_65plus,Female_65plus,Total_Pop,Uninsurance_Rate_pct,Illiteracy_Rate_pct,Youth_Dep_Ratio,Employment_Rate_pct,Has_Geometry,NHIS_Coverage_Women_2019_pct,No_Insurance_Women_2022_pct,ANC_Skilled_pct,Home_Delivery_pct,Facility_Delivery_pct,Female_Literate_pct,Female_No_Edu_pct,Female_SecPlus_pct,High_Uninsurance,Catastrophic_Proxy,Ecological_Zone,Uninsurance_Quartile,Uninsurance_z,Spatial_Lag_Uninsurance,LISA_Ii,LISA_p,LISA_cluster,BV_Poverty_Ii,BV_Poverty_p,BV_Poverty_cluster,BV_Illiteracy_Ii,BV_Illiteracy_p,BV_Illiteracy_cluster,Gistar_z,Gistar_cluster,GWR_local_R2,GWR_beta_intercept,GWR_beta_Poverty_Incidence,GWR_beta_Illiteracy_Rate,GWR_beta_NHIS_Coverage_Women_2019
LAWRA,UPPER WEST,Lawra Municipal,Upper West,10.61348995,-2.86412434170417,12718,24866,39.5,45.8,26943,3535,10757,10092,16108,17366,1460,2650,58433,6.049663717419951,46.10921910564236,62.28416084124993,21.7650984888676,True,49.6,6.7,98.4,6.9,92.8,51.0,34.6,47.2,0,0,Northern Belt,Q1 (lowest),-1.8439958772513216,-1.5740551620275056,2.9025512293448816,0.0,LL,-1.98098245395613,0.04904904904904905,LH,-2.3396170676207206,0.01901901901901902,LH,-3.3022613817667947,Cold_99,0.3827607717456639,-2.4085961396768765,0.0023788909394941446,0.8221056997723437,0.409877863473597
NANDOM,UPPER WEST,Nandom,Upper West,10.8520701,-2.760077,11997,21466,31.8,44.8,22506,2685,9167,8698,15098,14682,1312,2371,51328,5.231062967581048,43.84741271820449,59.989926124916046,23.37320760598504,True,49.6,6.7,98.4,6.9,92.8,51.0,34.6,47.2,0,0,Northern Belt,Q1 (lowest),-1.9045932239666128,-1.6453462318964047,3.1337152843488916,0.001001001001001001,LL,-2.020118884524704,0.13313313313313313,NS,-2.4720977150822265,0.06906906906906907,NS,-3.011148176278026,Cold_99,0.4231362519336579,-2.6337616023813752,-0.03310230012707702,0.9477131628067256,0.4102723311948417
TARKWA NSUAEM,WESTERN,Tarkwa-Nsuaem Municipal,Western,5.310935,-1.992426,74018,73132,18.2,43.5,39035,62189,36129,35830,74620,67080,2538,2912,219109,28.3826771150432,17.815333920560086,50.78263937896965,33.78135996239315,True,48.8,10.8,95.2,13.7,85.3,65.4,9.7,76.9,0,0,Southern Belt,Q2,-0.1907829327000915,1.3521599031254292,-0.257969031797741,0.4144144144144144,NS,-0.07482813283641682,0.36036036036036034,NS,0.005316418946429329,0.9569569569569569,NS,2.708468927745462,Hot_99,0.48706744985761274,0.43529669497979956,0.9813205595144932,-0.30769661923769676,-0.34771494866273367
TALENSI,UPPER EAST,Talensi,Upper East,10.6451057499999,-0.62587443176215,15187,39504,56.2,48.9,35409,16401,16765,15565,25355,24262,1729,3345,87021,18.847174819871064,40.69017823284035,65.15911885039401,17.452109260982983,True,62.3,3.2,99.2,2.0,97.7,55.2,25.9,56.8,0,0,Northern Belt,Q1 (lowest),-0.896653454805909,-1.3050941251900428,1.1702171561985473,0.02002002002002002,LL,-0.935326250367452,0.006006006006006006,LH,-0.7610966539885554,0.026026026026026026,LH,-3.5958837641601313,Cold_99,0.4375054396878866,-0.7630613429178845,0.1285648049164169,0.4720108655288125,-0.5337379392622372
SEFWI AKONTOMBRA,WESTERN NORTH,Sefwi Akontombra,Western North,6.0425529,-2.8760069,25005,16732,24.5,42.2,29528,18022,13046,11906,20785,18801,1192,959,66689,27.02394697776245,44.27716714900508,63.03238518668216,37.494939195369554,True,48.8,10.8,98.6,11.1,87.9,47.8,14.0,71.1,0,0,Southern Belt,Q2,-0.291363638541761,0.41764138447597926,-0.12168551338653985,0.6406406406406406,NS,-0.05838443013341142,0.6386386386386387,NS,-0.2394339654176251,0.07007007007007007,NS,0.7407430607248369,NS,0.5913844999547091,-0.2836211689746167,0.8864256952937721,0.7226079509137915,-0.5517246568680497
EFFIA KWESIMINTSIM MUNICIPAL,WESTERN,Effia Kwesimintsim Municipal,Western,4.96766095,-1.80360599719917,63585,57847,9.3,42.5,15630,40568,26270,26273,56495,57599,3099,4239,173975,23.31829285816928,8.98404943238971,46.05237786386663,36.548354648656414,True,48.8,10.8,95.2,13.7,85.3,65.4,9.7,76.9,0,0,Southern Belt,Q2,-0.5656766141115063,0.5416089115116798,-0.30637549523654545,0.4174174174174174,NS,0.19705195618416943,0.5435435435435435,NS,0.33512595493977626,0.29429429429429427,NS,0.5326689768477363,NS,0.6603358255344742,0.46699839488065287,1.2563313860360403,-0.46548925841850636,-0.2988445909522419
NABDAM,UPPER EAST,Nabdam,Upper East,10.8469045,-0.661562047243897,5352,29181,68.6,51.2,24677,10522,9547,8959,15580,16128,1008,1817,53039,19.838232244197663,46.52614114142424,58.36381985618772,10.09068798431343,True,62.3,3.2,99.2,2.0,97.7,55.2,25.9,56.8,0,0,Northern Belt,Q1 (lowest),-0.823289912971259,-1.2570074108818918,1.0348815219091803,0.04904904904904905,LL,-1.1073738889111808,0.006006006006006006,LH,-0.7449930409976174,0.06806806806806807,NS,-2.6372336372198357,Cold_99,0.4390911800293904,-0.6982942871361175,0.20949730634902355,0.21767978044729897,-0.5042852306418665
BUILSA SOUTH,UPPER EAST,Builsa South,Upper East,10.53032385,-1.26246582508358,6949,15982,55.1,47.7,18682,8007,7090,6554,10496,10263,742,1430,36575,21.892002734108,51.07860560492139,65.72570933089263,18.99931647300068,True,62.3,3.2,99.2,2.0,97.7,55.2,25.9,56.8,0,0,Northern Belt,Q2,-0.6712584831500404,-0.6635631505804629,0.4454223939329034,0.22822822822822822,NS,-0.6354450155954868,0.018018018018018018,LH,-0.6923844855619641,0.012012012012012012,LH,-1.7792615615917422,NS,0.6898027083606362,-2.9562033032317956,-0.5997570101241586,2.1814719351420453,0.3997807117454932
BUILSA NORTH,UPPER EAST,Builsa North Municipal,Upper East,10.73472,-1.29056,12841,24155,39.7,46.8,22586,6489,10206,9369,16697,16143,1429,2727,56571,11.470541443495785,39.925049937247,59.607186358099874,22.69890933517173,True,62.3,3.2,99.2,2.0,97.7,55.2,25.9,56.8,0,0,Northern Belt,Q1 (lowest),-1.4427125811721748,-1.108548886943221,1.5993174260373957,0.01901901901901902,LL,-2.136304033246093,0.007007007007007007,LH,-1.2353657319780589,0.15315315315315314,NS,-2.398108684531972,Cold_95,0.6151642076702758,-2.6247888534940738,-0.4251734313196976,1.773436677831017,0.29626366522330977
BINDURI,UPPER EAST,Binduri,Upper East,10.9694889,-0.3062234,13742,32587,53.8,47.8,40396,10934,15617,14733,19298,21406,2076,3549,76679,14.259445219682052,52.68195985863143,74.5626965408805,17.92146480783526,True,62.3,3.2,99.2,2.0,97.7,55.2,25.9,56.8,0,0,Northern Belt,Q1 (lowest),-1.2362625270836556,-1.3095457075273902,1.6189422857193652,0.01701701701701702,LL,-1.0155712657344567,0.14414414414414414,NS,-1.6179018780006975,0.02002002002002002,LH,-2.597537235065876,Cold_99,0.5154845613574961,-0.8966960268968218,0.28467475834367767,0.1520554559562019,-0.4503248595821486
PUSIGA,UPPER EAST,Pusiga,Upper East,11.0854045,-0.1276855,15814,30610,40.8,45.4,44153,6809,17464,16645,19362,22108,1943,3011,80533,8.454919101486347,54.82597196180448,82.24981914637087,19.636670681583947,True,62.3,3.2,99.2,2.0,97.7,55.2,25.9,56.8,0,0,Northern Belt,Q1 (lowest),-1.6659455951378792,-1.346882989807518,2.2438337840359717,0.011011011011011011,LL,-1.184809987718811,0.3073073073073073,NS,-2.169701751728422,0.06306306306306306,NS,-2.5268557585477187,Cold_95,0.5452461243241592,-0.8843644699401051,0.31116086833486806,0.14508025493923535,-0.4813899343833328
BAWKU MUNICIPAL,UPPER EAST,Bawku Municipal,Upper East,11.0607602,-0.2422876,31016,42804,23.6,44.8,49713,8649,23314,22324,32217,34839,2498,4266,119458,7.240201577123341,41.61546317534196,68.05953233118588,25.963937115973817,True,62.3,3.2,99.2,2.0,97.7,55.2,25.9,56.8,0,0,Northern Belt,Q1 (lowest),-1.7558656923274445,-1.1640367632087862,2.043892217126193,0.005005005005005005,LL,-2.600007026707645,0.004004004004004004,LH,-2.909465001961661,0.0,LH,-2.8899422652526034,Cold_99,0.5346119033279302,-0.916796414566379,0.3009927796157791,0.11433295725088534,-0.4347557987222544
NORTH GONJA,SAVANNAH,North Gonja,Savannah,8.98787705,-0.403868101269744,12152,21266,58.4,47.2,36888,36681,14200,13825,15763,15868,801,986,61443,59.69923343586739,60.03613104828865,88.59979134393475,19.77768012629592,True,49.66898148148148,9.783796296296297,98.12086614173228,12.606692913385826,86.50314960629919,60.54606299212598,15.77047244094488,69.8547244094488,1,1,Northern Belt,Q4 (highest),2.1274414540664535,0.6642566425532646,1.4131671175068177,0.007007007007007007,HH,3.577314694979743,0.0,HH,3.6419993831207167,0.0,HH,2.4291668119429333,Hot_95,0.7491404294843158,0.06818277315548923,0.6287041903346098,0.21291991565371954,-0.37757918649572864
WEST GONJA,SAVANNAH,West Gonja,Savannah,9.5267018,-1.5071681,10305,28704,39.7,44.9,25501,5633,12525,11915,18794,18196,951,1068,63449,8.877996501126889,40.19133477280965,66.07191132738578,16.24139072325805,True,49.66898148148148,9.783796296296297,98.12086614173228,12.606692913385826,86.50314960629919,60.54606299212598,15.77047244094488,69.8547244094488,0,0,Northern Belt,Q1 (lowest),-1.6346270703521801,0.9698401216094763,-1.5853269166965003,0.006006006006006006,LH,-3.188619366157289,0.0,LH,-3.0056460418898006,0.0,LH,1.3251979459565175,NS,0.8349199952921541,-2.4856418587397626,-0.07650967152355428,1.5636577133420178,0.8719276510591097
MION,NORTHERN,Mion,Northern,9.45284905,-0.335525511842833,23875,26064,53.4,44.5,57646,40227,23000,21991,22749,24286,1413,1491,94930,42.37543453070683,60.72474454861477,95.65429998936962,25.150110607816284,True,57.4,12.1,95.6,27.0,71.9,32.4,52.5,35.9,1,0,Northern Belt,Q4 (highest),0.8450382203916906,0.5416767025011038,0.45773751670917195,0.14214214214214213,NS,1.002061963216382,0.0,HH,1.3320795116454405,0.0,HH,1.8411351242243494,NS,0.8147888174146636,0.0926869452453085,-0.4105993589979763,1.3849650741362252,-1.0880439751500433
YENDI MUNICIPAL,NORTHERN,Yendi Municipal,Northern,9.4739214,0.022769270127783,35078,52937,38.3,45.3,71415,36683,33899,32507,39806,42284,2437,3488,154421,23.75518873728314,46.24694827776015,80.89414057741503,22.71582232986446,True,57.4,12.1,95.6,27.0,71.9,32.4,52.5,35.9,0,0,Northern Belt,Q2,-0.5333351691881358,0.6030967287625606,-0.3216526958713915,0.33233233233233234,NS,-0.7778421254757981,0.002002002002002002,LH,-0.9055166587641315,0.0,LH,1.0232579954859908,NS,0.7702996734958782,-0.3788840779240565,-0.3171592027012603,1.586451169925155,-1.109916246692098
TOLON,NORTHERN,Tolon,Northern,9.555956,-1.19792230212529,21538,43727,57.5,46.8,66152,61432,27261,25564,29223,31525,2023,2494,118090,52.02133965619444,56.018291133880936,86.95759531177981,18.238631552205945,True,57.4,12.1,95.6,27.0,71.9,32.4,52.5,35.9,1,1,Northern Belt,Q4 (highest),1.559081369493382,0.11840854295850395,0.1846085533154603,0.4644644644644645,NS,1.528065736208108,0.013013013013013013,HH,1.673132904268237,0.008008008008008008,HH,0.867914667785035,NS,0.7276053855848713,-1.9804956398425406,0.02979167643933479,1.2168650207990508,0.6634048672407792
KUMBUNGU,NORTHERN,Kumbungu,Northern,9.5591282,-0.9467086,20044,40208,45.0,46.4,56077,39469,26246,24088,26963,28760,2082,2447,110586,35.690774600763206,50.708950500063295,90.32894854907308,18.12525997865914,True,57.4,12.1,95.6,27.0,71.9,32.4,52.5,35.9,1,0,Northern Belt,Q3,0.3502027886768722,0.7151335426616415,0.25044176091647785,0.36736736736736736,NS,0.41744686609191894,0.002002002002002002,HH,0.4933599193387111,0.0,HH,1.7748127353789969,NS,0.6673423633133788,-1.240890215629403,0.03720511573809425,1.0378011866756454,0.17430047818465555
WEST MAMPRUSI MUNICIPAL,NORTHERN EAST,West Mamprusi Municipal,North East,10.29738455,-0.764055036110824,31319,66367,41.5,45.8,82262,26996,39813,38256,43613,48368,2286,3419,175755,15.360018207163382,46.80492731358994,84.87513725660735,17.819692185144092,True,57.4,12.1,95.6,27.0,71.9,32.4,52.5,35.9,0,0,Northern Belt,Q1 (lowest),-1.1547920386666652,0.002648035771873447,-0.0030579306274639943,0.9719719719719719,NS,-1.719623768159629,0.0,LH,-1.6108601818167627,0.0,LH,-0.38384383868871386,NS,0.5760791758004478,-1.4410657981808679,-0.2762621138780718,1.3973461913146337,-0.2957559639225568
MAMPRUGU MOAGDURI,NORTHERN EAST,Mamprugu Moagduri,North East,10.23964,-1.27428,21572,15425,44.5,42.4,40473,43003,16277,15472,16808,17970,968,1251,68746,62.55345765571815,58.87324353416926,91.29047098740584,31.37928024903267,True,57.4,12.1,95.6,27.0,71.9,32.4,52.5,35.9,1,1,Northern Belt,Q4 (highest),2.3387268880066436,-0.0644456160488322,-0.15072069506755634,0.5155155155155156,NS,3.245715380879384,0.0,HH,3.6669381060886135,0.0,HH,0.7465041933542895,NS,0.7480276338774456,-3.049217005595347,-0.78963910179903,2.550341217667034,0.412550677741087
ZABZUGU,NORTHERN,Zabzugu,Northern,9.294058,0.367064,19567,23899,42.7,43.3,46203,32326,20403,18977,19446,21673,1030,1317,82846,39.019385365618135,55.76974144798783,95.77081154697342,23.618521111459817,True,57.4,12.1,95.6,27.0,71.9,32.4,52.5,35.9,1,0,Northern Belt,Q3,0.5966049336026606,0.701870040352575,0.4187391288222448,0.23223223223223224,NS,0.8337427963936832,0.001001001001001001,HH,1.0093901624597987,0.0,HH,1.692667254546042,NS,0.6877058443781916,-0.16928528529244877,0.30156151058845027,1.100683831802789,-1.2021779581073258
TATALE SANGULI,NORTHERN,Tatale Sanguli,Northern,9.34906725,0.514632473680653,20678,19204,52.4,43.5,40934,36464,17927,16996,17913,19322,1101,1546,74805,48.745404718935895,54.72094111356193,93.79078823687392,27.6425372635519,True,57.4,12.1,95.6,27.0,71.9,32.4,52.5,35.9,1,0,Northern Belt,Q4 (highest),1.3165785801313419,0.07283591890264693,0.09589421069140845,0.6576576576576577,NS,1.5408289541502143,0.015015015015015015,HH,1.9400028977275172,0.001001001001001001,HH,0.7247026278315786,NS,0.6967710702686917,-0.2745202057894815,0.4351928864822724,1.1707784058521544,-1.3528589116473633
SENE EAST,BONO EAST,Sene East,Bono East,7.6658435,-0.182426172494555,23216,17927,49.5,41.5,35965,31452,16311,14627,21108,18084,1014,937,72081,43.63424480792442,49.89525672507318,78.93957950602164,32.20821020796049,True,49.66898148148148,9.783796296296297,99.4,15.6,84.2,44.9,24.0,57.8,1,0,Middle Belt,Q4 (highest),0.9382223065684225,1.0442902751120324,0.9797764306425836,0.015015015015015015,HH,1.0621788996066928,0.001001001001001001,HH,1.0236820877289259,0.0,HH,3.327112221463197,Hot_99,0.6887279524413092,-0.375267089904292,1.3878062060608005,-0.3287918795126679,0.4729962655210756
BIBIANI-ANHWIASO-BEKWAI MUNICIPAL,WESTERN NORTH,Bibiani Anhwiaso Bekwai Municipal,Western North,6.29602085,-2.23398871855776,54933,53406,25.8,41.9,22658,14946,30105,29527,50059,52106,2634,3540,167971,8.897964529591418,13.4892332605033,58.36832574756521,32.70385959481101,True,48.8,10.8,98.6,11.1,87.9,47.8,14.0,71.1,0,0,Southern Belt,Q1 (lowest),-1.6331489266486419,0.6480111478858765,-1.0582987106261736,0.03003003003003003,LH,-0.4207575904268688,0.5505505505505506,NS,-0.14420858741259318,0.8128128128128128,NS,0.862325690721864,NS,0.39394651141146597,0.2768567514507733,0.43171003093676247,0.5553677804844612,-0.15951126376159516
SENE WEST,BONO EAST,Sene West,Bono East,7.74897775,-0.618112944814146,25949,16360,26.8,41.0,33389,14249,14065,13730,20496,19425,1064,1324,70104,20.325516375670432,47.627810110692685,69.62500939355226,37.01500627638936,True,49.66898148148148,9.783796296296297,99.4,15.6,84.2,44.9,24.0,57.8,0,0,Middle Belt,Q1 (lowest),-0.7872184514321314,0.9603228453415202,-0.7559838631846498,0.07407407407407407,NS,-0.9549601896853229,0.004004004004004004,LH,-1.0825713999112387,0.001001001001001001,LH,1.6549221842443758,NS,0.8393930956085031,-0.27923510232199855,1.3023128871466259,-0.3433222885752943,1.125553443365524
UPPER DENKYIRA EAST MUNICIPAL,CENTRAL,Upper Denkyira East Municipal,Central,5.83523424999999,-1.73920835777296,34729,35865,24.3,43.8,23359,30732,20144,19403,33371,33259,1765,2199,110141,27.902415994044,21.20826940013256,59.353144229326126,31.53140065915509,True,39.5,16.5,98.6,16.4,82.5,72.9,7.4,76.6,0,0,Southern Belt,Q2,-0.2263345122323486,1.0890527176706557,-0.24649021564930151,0.4034034034034034,NS,-0.08439654017431707,0.3893893893893894,NS,5.7218481986513045e-06,1.0,NS,2.1514872995137972,Hot_95,0.6191622219284005,0.56889172922058,0.7384492039343781,0.35130989066128726,-0.2263663946132013
ASUTIFI NORTH,AHAFO,Asutifi North,Ahafo,7.07651835,-2.52531850396715,24423,23087,26.6,43.1,18794,12723,13205,12841,23097,21584,1361,1468,73556,17.297025395616945,25.550600902713576,58.293234260647694,33.20327369623144,True,49.66898148148148,9.783796296296297,98.0,5.4,93.1,48.3,17.5,70.7,0,0,Middle Belt,Q1 (lowest),-1.0114040730291658,-1.154680270147743,1.1678483282738448,0.011011011011011011,LL,0.6067523416750357,0.13813813813813813,NS,0.3870707398408707,0.3533533533533533,NS,-3.036218070092545,Cold_99,0.532473842354962,-0.5115733071381058,0.3896268278039919,0.6463821319529028,1.2019824599423137
AHAFO ANO NORTH,ASHANTI,Ahafo Ano North Municipal,Ashanti,6.90966445,-2.23301229669742,33407,25324,26.5,41.2,23108,28414,17581,16430,27329,27509,1843,2050,92742,30.63768303465528,24.91643484074098,62.02086144644225,36.02143581117509,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,1,0,Middle Belt,Q3,-0.023854945420995383,-0.5569024201905554,0.013284876838465935,0.914914914914915,NS,0.0044076564644668715,0.7217217217217218,NS,0.0016481182690653421,0.9009009009009009,NS,-1.0147520038597562,NS,0.4152575325140434,-0.3499935933929232,0.4801583956135754,0.3305749153898009,0.8535497163384965
AMANSIE CENTRAL,ASHANTI,Amansie Central,Ashanti,6.20744165,-1.82814118592735,33580,27066,28.6,43.3,27396,31633,16778,15628,29576,26490,2039,2541,93052,33.994970554098785,29.44160254481365,57.79973602539864,36.08734900915617,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,1,0,Middle Belt,Q3,0.22467001119390442,0.42945365151478776,0.0964853566930905,0.6106106106106106,NS,-0.04795545484631449,0.5565565565565566,NS,-0.08605885689786176,0.3063063063063063,NS,1.158032639172885,NS,0.628292283843197,0.5767498310444334,0.5467006523080877,0.5836064977021628,-0.15549473158049493
AMANSIE WEST,ASHANTI,Amansie West,Ashanti,6.43975084999999,-1.85237045719587,34157,37321,31.0,44.7,30406,48450,20820,20329,35110,32074,1803,2491,112627,43.01810400703206,26.99707885320572,61.24821386044296,30.3275413533167,True,52.9,7.5,100.0,7.1,91.3,61.5,9.0,79.8,1,0,Middle Belt,Q4 (highest),0.8926121629856575,-0.027227565283525122,-0.024303655940560557,0.8478478478478478,NS,-0.39611273173669426,0.2832832832832833,NS,-0.40469220661561905,0.26426426426426425,NS,0.27887855489061086,NS,0.5656846129019522,0.43420731491567344,0.6045998903970669,0.37054717344319904,-0.09406326045405472
ASUTIFI SOUTH,AHAFO,Asutifi South,Ahafo,6.84924284999999,-2.46125343688365,21582,20836,23.2,42.4,19701,14593,12878,12038,20319,19574,1194,1331,67334,21.672557697448543,29.25862120177028,62.45707266939063,32.05215789942674,True,49.66898148148148,9.783796296296297,98.0,5.4,93.1,48.3,17.5,70.7,0,0,Middle Belt,Q2,-0.6875030162438837,-0.3309719591813813,0.22754422022934717,0.35835835835835833,NS,0.06641745165655494,0.8178178178178178,NS,0.08945587463715143,0.7547547547547547,NS,-1.076834283621128,NS,0.4176815338547123,-0.3107865860837975,0.38726964040577483,0.6644066051431138,0.7634827105469829
TECHIMAN MUNICIPAL,BONO EAST,Techiman Municipal,Bono East,7.5279454,-1.97466940505838,89186,68047,9.8,41.4,57462,28058,43306,42796,71814,77235,3579,4605,243335,11.530605954753735,23.614358805761604,57.76757978919685,36.65152978404257,True,49.66898148148148,9.783796296296297,99.4,15.6,84.2,44.9,24.0,57.8,0,0,Middle Belt,Q1 (lowest),-1.4382662744534245,-0.8512647110769376,1.2243453245742977,0.018018018018018018,LL,0.5562688561936051,0.3283283283283283,NS,-0.15298813072660483,0.7927927927927928,NS,-2.5032656600469703,Cold_95,0.8662679355930136,-0.7547078624029517,0.5328046862024325,0.07198352993181015,1.609508407632931
UPPER DENKYIRA WEST,CENTRAL,Upper Denkyira West,Central,6.10783305,-2.06931071266353,33332,25814,24.5,43.6,25637,44004,16093,15786,30896,25738,1148,1364,91025,48.34276297720406,28.16478989288657,56.28950806935763,36.61851139796759,True,39.5,16.5,98.6,16.4,82.5,72.9,7.4,76.6,1,0,Southern Belt,Q4 (highest),1.2867728155622595,0.2711815718135723,0.3489490746911495,0.2672672672672673,NS,0.2549775955318587,0.6456456456456456,NS,-0.25645215433399826,0.6406406406406406,NS,1.114319192745708,NS,0.5009852059732917,0.47300294205392096,0.48045582534349285,0.5867092443743223,-0.22670691938305787
TECHIMAN NORTH,BONO EAST,Techiman North,Bono East,7.70365499999999,-1.98577027897075,34326,31765,15.0,41.8,27555,15369,18455,17983,30106,31934,1687,2364,102529,14.989905295087244,26.8753230793239,58.7330754352031,33.47930829326337,True,49.66898148148148,9.783796296296297,99.4,15.6,84.2,44.9,24.0,57.8,0,0,Middle Belt,Q1 (lowest),-1.1821898396841912,-1.0318493440165357,1.2198418105811462,0.03003003003003003,LL,0.5524531092592868,0.36236236236236236,NS,-0.3317965043864663,0.5635635635635635,NS,-2.393070805640249,Cold_95,0.8553321299250681,-0.7682417878031788,0.5197795365358376,0.09495156542772955,1.6328739556886092
CAPE COAST METROPOLITAN,CENTRAL,Cape Cape Metropolitan Area (CCMA)-Cape Coast South & Cape Coast North,Central,5.1115501,-1.2484127,67570,65035,12.9,44.3,20509,51556,27622,27138,61645,64688,3523,2749,187365,27.516345101806632,10.946014463747233,43.34576080675674,36.06329890854749,True,39.5,16.5,98.6,16.4,82.5,72.9,7.4,76.6,0,0,Southern Belt,Q2,-0.25491361103990956,1.069579174387087,-0.2726502896360975,0.45845845845845845,NS,-0.015447334980201165,0.9059059059059059,NS,0.04748365570126626,0.7947947947947948,NS,1.4855404835587769,NS,0.566760954267894,0.6976872531863572,0.3668502622008717,0.6779389373033755,-0.2787841388135749
KOMENDA-EDINA-EGUAFO-ABIREM MUNICIPAL,CENTRAL,Komenda Edina Eguafo Abirem Municipal,Central,5.1302015,-1.43995928979516,53152,53030,25.1,44.2,43258,75202,30377,29458,46636,50105,3557,5884,166017,45.29777071022847,26.05636772137793,61.850714795174746,32.01599836161357,True,39.5,16.5,98.6,16.4,82.5,72.9,7.4,76.6,1,0,Southern Belt,Q4 (highest),1.061365677609341,0.7933135472994107,0.8419957706861091,0.10510510510510511,NS,-0.10535356176015087,0.8508508508508509,NS,-0.48079262748950047,0.37237237237237236,NS,1.9085749540339594,NS,0.6295894907085681,0.6512309533877627,0.7740015975422608,0.22639984558069198,-0.23035584796946323
BANDA,BONO,Banda,Bono,8.1645269,-2.3569966,7746,10025,35.7,43.7,11732,6648,5465,4943,8765,7659,583,764,28179,23.59203662301714,41.633840803435184,63.37067705796395,27.48855530714362,True,49.66898148148148,9.783796296296297,98.6,9.3,89.7,61.5,11.8,77.4,0,0,Middle Belt,Q2,-0.5454125893926193,-1.0410182498485383,0.567784459254864,0.15315315315315314,NS,0.12267426408762776,0.6386386386386387,NS,-0.30298796677965545,0.19119119119119118,NS,-2.370627348955289,Cold_95,0.7147791333059077,-0.8859200835701716,0.48192391879065594,0.060110566606349544,1.733956025683804
SEFWI-WIAWSO,WESTERN NORTH,Sefwi Wiawso Municipal,Western North,6.30540429999999,-2.51755838219394,51890,46609,33.3,42.4,42460,37320,26975,25746,46395,46745,2535,2824,151220,24.679275228144427,28.078296521624125,56.604036933648274,34.314244147599524,True,48.8,10.8,98.6,11.1,87.9,47.8,14.0,71.1,0,0,Southern Belt,Q2,-0.46492918557199825,0.06288029592318209,-0.02923488477209129,0.8128128128128128,NS,0.08244761755277492,0.5875875875875876,NS,-0.20202968065738516,0.22322322322322322,NS,0.012905266376102457,NS,0.3826704433812542,0.023478910421829213,0.5479935641972052,0.5905197509368565,-0.14969036062490995
JAMAN NORTH,BONO,Jaman North,Bono,7.9132614,-2.69723280400663,36119,38856,14.5,42.4,30773,8231,21157,20397,34679,35066,2077,3153,116529,7.06347776090072,26.408018604810817,59.579898200587856,30.99571780415176,True,49.66898148148148,9.783796296296297,98.6,9.3,89.7,61.5,11.8,77.4,0,0,Middle Belt,Q1 (lowest),-1.7689477648354393,-1.1259619069206435,1.9917677985371212,0.008008008008008008,LL,0.8200765327050996,0.34034034034034033,NS,-0.0947581185740221,0.9229229229229229,NS,-2.8271959596143827,Cold_99,0.701105238875392,-0.7709878451123647,0.7820309585268835,-0.16946049224610474,1.3960425506230683
ASUNAFO SOUTH,AHAFO,Asunafo South,Ahafo,6.56280465,-2.53279356335542,32671,25169,26.2,42.7,26493,43550,17439,16414,27748,26493,1769,1830,91693,47.49544676256639,28.8931543302106,62.41219741523939,35.63085513616088,True,49.66898148148148,9.783796296296297,98.0,5.4,93.1,48.3,17.5,70.7,1,0,Middle Belt,Q4 (highest),1.2240497916143929,-0.5295415882350084,-0.6481852707302167,0.13813813813813813,NS,-0.20614377024959485,0.6836836836836837,NS,0.21076195544624632,0.7187187187187187,NS,-0.58689864255493,NS,0.3941658624780259,-0.0956851322554426,0.48454446310943705,0.6669618242948657,0.19131201788858151
TAIN,BONO,Tain,Bono,7.9614185,-2.1422727,39176,34283,21.5,41.9,42235,22022,21764,20345,34230,33737,2388,3104,115568,19.055447874844248,36.54558355254049,61.955066429296565,33.8986570677004,True,49.66898148148148,9.783796296296297,98.6,9.3,89.7,61.5,11.8,77.4,0,0,Middle Belt,Q1 (lowest),-0.8812359334731389,-1.1363837730414281,1.0014222150198906,0.04604604604604605,LL,0.44457493519450697,0.2502502502502503,NS,0.09293103281711214,0.7957957957957958,NS,-2.7056401850887597,Cold_99,0.7781734101775561,-0.8322489255830023,0.46542170343441747,0.11392851118264216,1.6880506437614342
NKORANZA SOUTH,BONO EAST,Nkoranza South Municipal,Bono East,7.45296465,-1.67701851419084,38611,33973,18.0,41.6,34349,16840,21684,20374,33264,34501,2164,2655,114642,14.689206399050958,29.96196856300483,62.06448756732826,33.679628757348965,True,49.66898148148148,9.783796296296297,99.4,15.6,84.2,44.9,24.0,57.8,0,0,Middle Belt,Q1 (lowest),-1.2044492320236213,-0.5091419346389678,0.6132356121669256,0.15015015015015015,NS,0.3456835564153857,0.5955955955955956,NS,-0.3173756803659792,0.6026026026026026,NS,-1.460750671892361,NS,0.8460137457301252,-0.6107532004115143,0.7359466664429022,-0.04486983782785867,1.506270246351568
