GEO_DISTRICT,GEO_REGION,MMDA,Region,Latitude,Longitude,Employed_Pop,Unemployed_Pop,Poverty_Incidence_pct,Poverty_Intensity_pct,Illiterate_Pop,Uninsured_Pop,Male_0_14,Female_0_14,Male_15_64,Female_15_64,Male_65plus,Female_65plus,Total_Pop,Uninsurance_Rate_pct,Illiteracy_Rate_pct,Youth_Dep_Ratio,Employment_Rate_pct,Has_Geometry,NHIS_Coverage_Women_2019_pct,No_Insurance_Women_2022_pct,ANC_Skilled_pct,Home_Delivery_pct,Facility_Delivery_pct,Female_Literate_pct,Female_No_Edu_pct,Female_SecPlus_pct,High_Uninsurance,Catastrophic_Proxy,Ecological_Zone,Uninsurance_Quartile,Uninsurance_z,Spatial_Lag_Uninsurance,LISA_Ii,LISA_p,LISA_cluster,BV_Poverty_Ii,BV_Poverty_p,BV_Poverty_cluster,BV_Illiteracy_Ii,BV_Illiteracy_p,BV_Illiteracy_cluster,Gistar_z,Gistar_cluster,GWR_local_R2,GWR_beta_intercept,GWR_beta_Poverty_Incidence,GWR_beta_Illiteracy_Rate,GWR_beta_NHIS_Coverage_Women_2019
ABUAKWA SOUTH,EASTERN,Abuakwa South Municipal,Eastern,6.1727705,-0.470361048613095,29553,31123,21.1,43.4,17315,19569,14490,13885,27170,27633,2484,3389,89051,21.97504800619869,19.44391416154788,51.776362607886426,33.186600936541986,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,0,0,Middle Belt,Q2,-0.6651110136456018,-0.3045426388333918,0.20255466321278362,0.4444444444444444,NS,0.427855233396922,0.11011011011011011,NS,0.49078267132226183,0.06806806806806807,NS,-0.9531309180819143,NS,0.6478948392199018,0.2947228956734888,0.7907478505591725,0.20982100231738074,-0.8103645462541827
UPPER WEST AKIM,EASTERN,Upper West Akim,Eastern,5.80678025,-0.540057196199224,33617,27069,29.7,43.7,27158,47183,17860,17309,26665,28405,2263,3353,95855,49.22330603515727,28.33237702780241,63.86235700018159,35.07067967242189,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,1,0,Middle Belt,Q4 (highest),1.3519554738862767,0.8149695629623865,1.1018025616977052,0.008008008008008008,HH,-0.6845614172361337,0.16616616616616617,NS,-0.7843110948831289,0.0940940940940941,NS,2.665391213042612,Hot_99,0.6186602621719036,0.3295738227228889,0.532310019638553,0.38028744126321934,-0.759415236249541
WEST AKIM,EASTERN,West Akim Municipal,Eastern,5.9070609,-0.68318054757923,40323,36708,23.7,43.0,27295,33081,20654,19996,33607,36756,2767,3901,117681,28.110740051495146,23.19405851411868,57.77184031380129,34.26466464425013,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,0,0,Middle Belt,Q2,-0.21091321541459254,0.2053123283867161,-0.04330308334429901,0.7957957957957958,NS,0.05151599479752961,0.5765765765765766,NS,0.07158728041318561,0.45245245245245247,NS,0.33624852901825386,NS,0.6183781987716337,0.2755893465715577,0.6661677971947515,0.2491780047426561,-0.7514284578715411
AKYEM MANSA,EASTERN,Akyemansa,Eastern,6.0815994,-1.11546439579942,32660,25244,23.6,42.4,25196,24107,17060,16074,25881,26687,2325,3011,91038,26.480151145675435,27.67635492871109,63.03074113529144,35.87512906698302,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,0,0,Middle Belt,Q2,-0.33161840814195004,-0.26095848935479626,0.08653863883096555,0.6376376376376376,NS,0.11397732701523566,0.3173173173173173,NS,0.1575623959602882,0.16116116116116116,NS,-0.8191794269743999,NS,0.6247827536961844,0.24358357895722427,1.3349070300247359,-0.43923576644882717,-0.36254235780182814
ATIWA EAST,EASTERN,Atiwa East,Eastern,6.3954833,-0.597296233359515,22465,19027,18.4,42.4,12972,11549,12055,11100,18975,18809,1641,2067,64647,17.864711432858446,20.065896329296024,61.28255346178276,34.75025909941683,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,0,0,Middle Belt,Q1 (lowest),-0.9693808185538643,-0.5187113218204487,0.5028288057394634,0.14914914914914915,NS,0.4303518245512904,0.24024024024024024,NS,0.5116386192250402,0.14314314314314314,NS,-1.6489080117710435,NS,0.6295069143947646,0.25050512216597787,1.0119453001924499,0.003412850154959794,-0.7445485171762232
NEW JUABEN SOUTH MUNICIPAL,EASTERN,New Juaben South Municipal,Eastern,6.0721368,-0.260652306105858,48553,45659,8.5,41.1,11820,16248,17745,17784,42075,44834,2987,4316,129741,12.523412028580015,9.1104585289153,40.88069129779425,37.42301970849616,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,0,0,Middle Belt,Q1 (lowest),-1.3647732879291177,-0.42976382609184005,0.586530189968358,0.15015015015015015,NS,0.8955259020893795,0.12812812812812813,NS,1.0965520017201196,0.06706706706706707,NS,-1.4484675691528028,NS,0.64255552693869,0.30351093568393067,0.6072189811990675,0.31965178137739014,-0.7759617716619898
BIRIM SOUTH,EASTERN,Birim South,Eastern,5.9375343,-1.0087951,11610,11912,24.9,43.6,7286,10484,6342,5790,10135,11093,943,1351,35654,29.40483536209121,20.435294777584563,57.15093273035613,32.562966287092614,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,0,0,Middle Belt,Q2,-0.11511713627069432,0.10044477995950224,-0.011562915422277926,0.8918918918918919,NS,0.010713505440470956,0.8208208208208209,NS,0.037863025052823365,0.4084084084084084,NS,0.18644945623273573,NS,0.5898613809907058,0.219540327725053,1.044127640134731,-0.17897510638220387,-0.530471597615119
ABUAKWA NORTH,EASTERN,Abuakwa North Municipal,Eastern,6.2336986,-0.382588987736012,25086,26833,15.7,42.9,11029,15507,12352,11924,22357,24610,2063,2889,76195,20.35172911608373,14.474703064505546,51.687354951348816,32.92342017192729,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,0,0,Middle Belt,Q2,-0.785278039675246,-0.6767411139340986,0.5314299353178112,0.1931931931931932,NS,0.5173209805810632,0.1941941941941942,NS,0.6370772405954981,0.0980980980980981,NS,-1.5739799013368012,NS,0.6471012784438661,0.2816611770462425,0.7134340019850214,0.2674269698832395,-0.8033517696906001
AKWAPEM NORTH,EASTERN,Akwapim North Municipal,Eastern,5.9014961,-0.14597334325382,30652,42982,20.1,43.2,15299,22608,16126,15555,30768,35625,2652,4589,105315,21.467027488961687,14.5268955039643,47.71737984426069,29.105065755115607,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,0,0,Middle Belt,Q2,-0.7027174969374269,0.03372400539955321,-0.023698448661078304,0.8558558558558559,NS,0.45154927079520424,0.06806806806806807,NS,0.5473692457483031,0.035035035035035036,LL,-0.1672612718332272,NS,0.6200548667344915,0.30264267003628104,0.5647398891509399,0.2854190552404404,-0.7333147741002003
FANTEAKWA SOUTH,EASTERN,Fanteakwa South,Eastern,6.37117379999999,-0.311872167608319,20099,16378,21.7,41.7,9765,13448,9261,8896,16955,16368,1366,1788,54634,24.61470878939854,17.873485375407256,54.487891246286345,36.788446754768096,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,0,0,Middle Belt,Q2,-0.46970874981699307,-0.29796789936199053,0.13995812949491618,0.5195195195195195,NS,0.1790884200694817,0.3253253253253253,NS,0.19930058306778772,0.2822822822822823,NS,-0.9159626737813987,NS,0.6501554245829969,0.25270566965232116,0.622780719684251,0.3437915945097851,-0.7844902852513218
BIRIM CENTRAL MUNICIPAL,EASTERN,Birim Central Municipal,Eastern,5.97391735,-1.00480959493596,25276,26732,11.9,41.9,9947,9297,12418,11876,22690,26007,1366,1945,76302,12.184477471101674,13.03635553458625,49.88808345483295,33.12626143482478,True,50.0,6.7,99.2,10.8,89.2,66.7,7.8,75.5,0,0,Middle Belt,Q1 (lowest),-1.3898630950143798,-0.4591089014054886,0.6380985186560841,0.13613613613613615,NS,0.46607035805642727,0.5115115115115115,NS,0.5668571530755947,0.44744744744744747,NS,-1.4541170371709973,NS,0.5937026496859397,0.21769165760336728,1.0983850947100076,-0.22802886298246475,-0.5243435550160688
GUAN,Oti,Guan,Oti,7.19092,0.60951,10218,9102,28.1,42.9,4992,7735,4642,4276,8596,7785,1215,1724,28238,27.3921665840357,17.67830582902472,54.44112081069533,36.185282243784975,False,49.66898148148148,9.783796296296297,97.1,30.9,66.8,40.8,28.2,48.9,0,0,Northern Belt,Q2,,,,,,,,,,,,,,,,,,
